RoadCategory,LinkLength_km,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,AllMotorVehicles
PU,2.6,1233,56983,460,11333,74974
PU,1.3,1041,70791,567,15486,93783
PU,0.4,289,22186,1262,3293,27671
PU,2.5,74,9227,196,1248,11021
PU,0.2,102,19890,647,2417,23586
PU,0.8,4362,53177,2607,9906,73134
PU,1.2,200,15302,370,1967,18009
PU,1.7,272,8457,242,1740,11141
PU,0.9,1198,13467,1620,3701,21050
PU,0.8,422,13879,844,3733,20395
PU,0.1,2011,20874,1050,5370,30243
PU,0.7,198,10410,501,1643,13102
PU,1.2,142,15388,446,1338,17562
PU,0.3,208,3893,273,1049,5605
PU,1.8,352,16676,595,1966,20038
PU,0.4,327,8444,835,1460,11256
PU,2.1,527,23208,785,3071,28441
PU,0.6,708,13551,772,2499,17730
PU,2.4,188,18760,606,2519,22610
PU,0.7,67,7438,162,773,8522
PU,0.7,234,11603,1122,2021,15462
PU,0.7,252,13486,196,2937,17594
PR,0.8,46,3288,12,621,4063
PU,0.8,1138,13521,602,3527,19263
PU,0.4,156,6784,497,839,8403
PU,0.4,78,1411,7,497,2071
PU,1.4,489,12725,483,2387,16448
PU,1.6,181,12574,166,2488,16191
PU,1.9,189,12357,151,1890,14903
PU,2.2,233,6656,0,1579,9009
PU,2.3,129,8846,571,1123,10833
PU,0.7,289,9582,767,1373,12179
PU,1.7,346,9989,927,1936,13707
PU,0.8,345,6632,477,1032,8774
PU,0.8,108,16639,177,1597,18861
PU,0.2,540,17578,1074,3095,22894
PU,0.4,1461,10366,1920,3037,17582
PU,0.7,667,13351,280,3672,18637
PU,1.1,1724,12902,798,2946,19168
PU,0.8,1673,14626,3153,3113,23315
PU,0.8,1956,17330,1373,5664,27947
PU,0.5,1512,15847,261,1808,19701
PU,0.5,616,18195,547,3210,23595
PU,0.3,650,13124,523,3020,18344
PU,0.9,223,8495,294,2186,12367
PU,1.3,226,11731,242,2020,15032
PU,2.1,311,4960,407,1188,7160
PU,1.2,334,14933,415,2936,19248
PU,2.5,173,12019,424,1607,14573
PU,3.3,389,15079,1522,1634,18988
PU,4,279,25240,823,2975,29720
PU,3.3,164,15875,328,1528,18475
PU,2,57,8731,27,812,9853
PU,2.5,185,12303,112,1791,14769
PU,1.5,833,8815,570,2469,13066
PU,0.9,496,14242,1965,2904,20039
PU,2,74,16915,290,1718,19268
PU,1.5,649,8105,372,2345,12586
PU,0.6,1060,9559,932,2897,14941
PU,0.3,859,7749,1497,2157,12695
PU,0.7,407,6985,665,1727,10256
PU,1.5,803,16901,459,4097,23092
PU,1.7,131,14143,324,1524,16393
TM,8.5,547,96990,284,22860,144122
PU,3.3,227,18606,190,1992,21894
PU,0.5,2135,69227,908,17629,95909
PU,0.7,637,27104,948,4497,33851
TM,3,997,163687,678,29699,210848
PU,0.4,574,2622,552,827,5022
PU,0.4,1236,9074,884,2209,14052
PU,1.5,68,14989,36,1426,16838
PU,0.8,705,9952,644,2505,14859
PU,0.1,939,26544,831,6091,35077
PU,0.3,706,19226,622,4434,26176
PU,0.5,594,11637,191,2619,15642
PU,0.3,1402,8108,1287,2846,13977
PU,0.4,334,18606,30,2413,21978
PU,0.3,145,18421,526,2079,21484
PU,2.1,1033,16738,456,4478,23733
PU,0.4,1520,7609,4,3036,12623
PU,0.5,2520,15014,4504,4938,27692
PU,0.2,296,2308,15,721,3426
PU,0.2,201,2839,46,743,4100
PU,0.3,2455,21277,555,4226,29959
PU,0.4,479,5687,115,1203,7862
PU,0.4,709,9052,757,2388,13258
PU,0.2,109,2920,844,600,4703
PU,0.3,974,7807,139,2183,11651
PU,0.4,742,8256,225,1555,11117
PU,0.3,357,2526,652,678,4336
PU,0.1,1614,25427,1639,5248,35376
PU,1.9,442,17076,332,2883,21032
PU,0.6,203,27198,146,3707,31771
PU,0.3,295,8100,620,1683,11024
PU,0.2,512,3105,56,967,4927
PU,0.5,249,10985,748,1649,14060
PU,0.2,417,26932,471,3447,31823
PU,0.1,968,17081,460,3074,22143
PU,0.9,117,13514,338,1508,15715
PU,0.4,878,10531,1783,3249,17332
PU,0.3,444,11498,927,2582,16318
PU,0.3,383,15068,492,2387,18999
PU,0.1,571,11425,791,3391,16746
PU,0.5,148,16203,58,2209,19296
PU,0.1,1750,27575,1778,5691,38364
PU,0.4,951,10933,1682,2527,16901
PU,0.4,2708,59075,1256,9324,74510
PU,0.1,1064,16756,1080,3459,23312
PU,0.1,2388,12642,1489,4231,21820
PU,0.2,1314,16656,815,4393,24275
PU,0.3,544,4059,393,1327,6777
PU,0.7,274,15240,130,2860,18738
PU,0.2,807,8335,22,1626,10857
PU,0.1,1108,17619,1823,4397,26083
PU,0.2,700,8895,157,1233,11270
PU,0.3,353,20942,222,3184,25076
PU,0.1,627,13077,254,2618,17492
PU,0.2,1463,12651,1555,2965,19881
PU,0.5,1262,19136,1275,5124,28143
PU,1.5,143,13818,377,1745,16485
PU,1.7,443,15947,980,2854,20916
PU,0.3,208,15037,352,1982,17862
PU,3.4,291,11416,203,1698,13944
PU,0.1,805,9822,1571,2317,15106
PU,0.2,698,17958,343,1631,21275
PU,0.9,294,11097,406,1794,14055
PU,0.1,2665,13824,1444,3782,22371
PU,0.3,131,10097,212,1362,12424
PU,1.9,1324,93830,345,15987,120432
PU,2.9,308,24881,551,3089,29614
PU,0.1,1435,20924,1303,5126,30075
PU,0.6,299,27472,518,3416,32778
PU,0.3,323,18312,317,2053,21533
PU,0.7,2519,11504,1745,2919,19642
PU,0.4,429,6202,243,1159,8352
PU,1,485,20925,2665,3022,27963
PU,0.2,481,15162,395,1814,18369
PU,1.7,51,12520,530,1417,14757
PU,0.2,81,6381,244,725,7768
PU,0.7,510,21091,401,6954,31274
PU,0.8,327,13078,862,1878,16525
PU,1.3,254,13323,408,2011,16350
PU,1.1,464,17151,1317,2887,23468
PU,1.7,122,9035,354,966,10665
PU,2.8,157,5272,817,705,7087
PU,0.6,73,11181,716,1182,13404
PU,0.4,808,7394,511,1239,10368
PU,2.2,749,25309,2537,3720,33192
PU,1.9,2862,26790,994,9647,44072
TM,0.6,345,18917,143,5783,26328
TM,1.6,267,54727,1027,3099,59933
PU,0.5,1903,12419,3166,3344,21456
PU,1.1,1797,21522,1213,3838,29274
PR,1.5,966,41670,248,8595,55251
PU,0.2,3980,21070,2482,7051,36366
PU,0.4,1029,11409,381,3350,16513
PU,0.2,998,21491,1004,3855,28262
PU,1.7,1135,19787,473,3126,25369
PU,2.1,1983,89919,684,17043,112256
PU,1.1,3013,74555,1522,11919,94041
PU,1.3,1140,30969,452,6614,40205
PU,1.2,277,16975,1084,1346,20636
PU,0.5,328,23638,1027,1679,27095
PU,0.2,1885,32812,2732,5950,44697
PU,0.3,856,28323,1820,3712,35508
PU,0.2,1343,7835,2363,1970,14349
PU,4.9,1099,48600,553,6446,58663
PU,1.3,687,10220,744,2206,14854
PU,0.4,1415,27852,3214,4744,38366
PU,0.2,444,32277,1082,3130,37720
PU,0.4,832,15842,3673,3719,24778
PU,2.9,440,19647,335,9458,33151
PU,1,2056,20996,572,4903,29676
PU,0.4,608,15963,691,3376,21827
PU,3.1,284,31994,370,5311,39468
PU,0.2,295,7165,3943,557,12204
PU,1.3,1505,24772,1755,3166,31843
PU,1.2,3153,71756,1153,14166,95419
PU,1.3,1621,78660,691,13611,99622
PU,2.4,341,27318,665,3092,32627
PU,0.5,851,28075,603,4923,35613
PU,0.2,581,8008,1384,1024,11391
PU,2.4,1760,80657,601,15787,104014
PU,0.9,226,5771,367,1365,7958
PU,0.5,640,13995,784,2051,17896
PU,0.4,468,28242,314,3375,33402
PU,0.8,465,8435,497,1726,11680
PU,0.8,1508,12268,2175,3284,19551
PU,0.7,535,6199,1145,1430,9698
PU,0.9,484,8841,375,1689,11965
PU,2.2,264,16080,1060,2433,20477
PU,0.8,386,11313,2001,2018,16222
PU,0.2,581,16567,1610,3051,22477
PU,1.4,163,15726,274,2027,18712
PU,0.4,246,16119,149,1518,18672
PU,1.6,163,8804,1335,1150,11706
PU,1.1,118,13779,1128,1638,16957
PU,1.9,460,18379,393,3675,23426
PU,1,133,13483,99,1018,14913
PU,1.5,97,13108,257,880,14557
PU,2.1,135,12658,621,1286,14896
PU,1.5,122,11477,509,1031,13418
PU,3.7,139,19957,661,2122,23277
PU,1,1206,14544,847,3149,20613
PU,0.6,1403,14141,529,2615,19604
PU,0.3,1249,17226,1845,3101,24268
PU,0.2,824,12705,797,2991,18066
PU,0.5,319,9076,894,1266,11798
PU,0.8,258,17248,603,2274,21182
PU,0.7,881,34054,228,7208,44685
PU,1.9,519,16069,473,2537,20440
PU,0.8,293,24441,2287,4764,32824
PU,0.8,282,5952,191,1692,8473
PU,1.4,83,8816,221,946,10154
PU,1.6,143,8733,293,1247,10559
PU,0.6,294,10932,1119,1780,14528
PU,0.4,110,7695,593,954,9456
PU,1,279,15612,433,2199,18955
PU,0.4,338,21983,904,2700,26448
PU,0.6,98,7040,214,1175,8947
PU,3.7,307,14378,404,2248,17542
PU,1.7,290,14835,485,1812,17997
PU,0.2,935,13463,2558,2609,20328
PU,2,414,16485,862,2429,20740
PU,3.4,446,27806,462,4432,33848
PU,0.3,1681,20943,2142,4341,29964
PU,0.3,2166,40976,1943,6463,53805
PU,0.4,114,6721,42,640,7683
PU,0.5,155,14805,406,2285,17814
PU,0.5,265,11899,127,1783,14303
PU,2.8,128,15266,472,1917,17881
PU,1.1,173,17746,36,2568,20935
PU,2,525,14741,565,2647,18823
PU,0.2,612,20160,926,3018,26160
PU,2.7,149,10704,127,1607,12856
PU,0.6,117,5366,108,1060,6799
PU,0.2,983,7313,705,2186,11665
PU,0.4,1204,13457,2097,2226,19211
PU,0.4,1271,12908,1139,2300,18070
PU,2.6,678,26385,668,4092,32609
PU,1.2,313,15316,277,1394,17646
PU,1.3,698,17958,343,1631,21275
PU,2.2,295,13391,494,1868,16501
PU,1.2,542,32834,1043,4806,41141
PU,1.9,444,23463,527,3647,29637
PU,0.6,740,25355,2492,4427,34560
PU,1.1,874,16407,1458,2249,21683
PU,0.5,630,12922,883,1343,16061
PU,1.5,289,13952,457,1847,17103
PU,0.8,445,9306,119,1325,11474
PU,0.3,1190,13996,1453,3615,21130
PU,0.6,1262,15493,1038,2969,21647
PU,0.9,1099,5985,1331,1620,10550
PU,2.1,832,18147,694,2659,22765
PU,0.7,89,19161,164,1467,21655
PU,1.2,106,24677,374,2146,27720
PU,0.5,114,23426,720,1988,26689
PU,1.1,125,11565,1171,1561,14729
PU,0.4,419,6876,705,1970,10930
PU,1.1,971,28846,225,6547,38267
PU,2.4,1419,64592,391,15086,87070
PU,1,1302,56492,288,12084,75194
PU,2,1205,95551,327,17304,122742
PU,0.6,97,12816,665,1905,16048
PU,1.1,66,16072,280,1765,18625
PU,2.1,231,16662,784,1854,19827
PU,4.7,115,15841,200,2274,18842
PU,4.3,650,12493,812,2029,16308
PU,0.6,697,12400,973,2965,17859
PU,0.5,790,8851,671,1639,12771
PU,0.2,1994,15032,2462,3519,23706
PU,0.9,254,16628,636,1863,19679
PU,0.8,299,18543,392,2705,22452
PR,4.4,54,10322,144,1600,12466
PU,1.5,105,9430,406,2120,12542
PU,0.3,434,20938,780,2852,25925
PU,1.3,130,6610,766,1283,9368
PU,1.5,395,10443,760,1859,13881
PU,1.2,250,13869,278,2325,17205
PU,3.6,352,16527,234,1806,19583
PU,1.1,231,18040,557,3837,23263
PU,0.6,192,5482,390,1185,7687
PU,1.7,233,8572,464,1598,11191
PU,2.1,565,13489,1074,1998,17569
PU,0.4,125,5348,201,1142,7197
PU,1.4,86,9835,452,763,11246
PU,0.4,1630,10883,481,2571,16201
PU,0.3,3409,30354,1293,8648,46272
PU,0.1,2690,14881,2942,4399,25799
PU,0.5,1815,16037,1535,3522,23809
PU,0.1,1515,22364,559,3750,29156
PU,0.8,2522,11210,711,3351,18665
PU,0.2,707,13340,1228,4477,21194
PU,0.6,913,13205,1070,2514,18313
PU,1.3,867,8668,907,2220,12896
PU,0.2,737,17161,552,3487,23135
PU,0.2,689,9185,486,1727,12465
PU,1.1,131,10304,195,1902,12863
PU,0.3,405,9592,1116,1657,13474
PU,0.9,634,25010,1259,3163,30969
PU,1.7,354,12457,373,3473,17578
PU,0.2,2130,16430,2994,3274,25989
PU,0.2,680,8260,1056,2814,13524
PU,1.1,122,3929,939,446,5546
PU,1.1,664,8708,1076,1616,12460
PU,0.9,545,10998,380,1755,13919
PU,0.3,1713,16380,733,3473,23241
PU,0.5,1590,12029,2366,2691,19427
PU,0.3,522,4479,1030,1297,7917
PU,0.3,645,3246,1732,1122,7057
PU,0.9,178,13717,209,1176,15537
PU,0.8,807,8335,22,1626,10857
TM,3.3,581,84260,142,21063,131758
PU,0.4,267,11376,2403,1564,16041
PU,1.2,470,10565,533,2446,14273
PU,0.7,544,15054,563,4125,20736
PU,1.2,734,15520,1019,2192,20102
PU,0.6,296,6272,623,1405,8945
PU,0.8,1156,13627,280,2573,18365
PU,0.1,518,6299,220,2208,9550
PU,0.4,1216,7732,1909,1896,13185
PU,0.4,1525,26220,314,3719,32612
PU,0.3,3186,13535,3848,3813,25038
PU,0.2,349,13182,685,3679,18498
PU,2.3,282,24667,513,4840,31435
PU,3.4,409,16606,350,2988,20783
PU,3.3,155,13720,239,2249,16554
PU,2.1,627,24072,500,4530,31987
PU,0.3,593,4933,876,1467,8134
PU,0.2,1106,12187,924,3134,18105
PU,1,554,11242,942,2372,15557
PU,1,370,5562,1439,1100,9079
PU,0.2,313,8994,637,1418,11809
PU,0.4,679,16467,693,2951,21773
PU,0.2,509,17685,914,2423,22075
PU,0.3,801,5504,285,1607,8587
PU,0.2,777,3782,53,938,5927
PU,0.3,1249,21036,1231,3284,27974
PU,0.2,348,4626,1,1024,6154
PU,0.2,657,18045,1955,3136,24915
PU,0.3,738,19680,822,2578,24570
PU,0.6,620,8205,165,1549,10946
PU,0.6,169,9138,100,1413,11093
PU,0.3,1890,7359,3576,1859,15261
PU,0.3,1120,15342,919,3648,22296
PU,0.1,1101,14381,636,2813,19644
PU,0.2,674,15475,1323,3392,21278
PU,0.4,704,7869,134,2045,11176
PU,0.7,619,11465,1024,2276,15989
PU,0.9,2046,73079,359,12579,90170
PU,0.4,439,9340,687,2881,13804
PU,0.2,3004,25107,1215,9011,40718
PU,0.3,1200,5600,1445,1501,10213
PU,0.3,537,24217,955,5001,31281
PU,0.1,1322,16993,574,3555,23372
PU,0.4,859,8333,1690,2027,13455
PU,0.3,287,19014,1035,2799,24179
PU,0.3,969,18553,3831,3137,27412
PU,0.8,298,22254,220,2829,26401
PU,0.3,80,9042,9,1155,10664
PU,0.5,2097,24490,2079,3974,33532
PU,0.3,683,3539,1267,1068,6869
PU,0.8,164,8712,555,2070,11771
PU,0.3,108,16639,177,1597,18861
PU,0.2,463,4251,9,1277,6213
PU,0.3,1621,78660,691,13611,99622
PU,1.9,166,21431,191,2528,25265
PU,1.2,172,12667,408,2564,16504
PU,0.3,462,39223,1284,4569,46553
PU,0.1,1643,29961,1527,4678,39002
PU,0.3,1075,7561,2287,1645,12967
PU,1.4,182,19231,3278,3369,26764
PU,0.6,256,10220,320,1661,13241
PU,3.1,1840,56306,638,13101,76014
PU,1.2,1317,63699,911,14528,85058
PU,0.1,596,29042,676,4788,36522
PU,0.2,352,20721,284,2729,24949
PU,0.4,525,12854,453,2324,16740
PU,0.1,1309,13658,1341,3116,20414
PU,0.3,840,6226,63,1404,8867
PU,0.1,826,26214,688,3698,31862
PU,0.2,81,19000,265,2843,22819
PU,1.1,144,13153,162,1419,15219
PU,0.8,1153,77262,650,13779,98886
PU,0.1,1027,16186,1044,3341,22519
PU,0.9,39,7497,53,618,8273
PU,3.5,207,23034,638,2368,26798
PU,0.5,235,15996,353,2742,20501
PU,3.5,296,24124,578,3908,30042
PU,0.2,1937,24169,1883,7002,36174
PU,1.3,3948,38123,754,11383,58691
PU,2.3,350,23602,354,4443,31301
PU,2,984,47138,489,8013,59714
PU,0.4,1165,19897,577,4420,28276
PU,0.2,3220,29950,4468,7202,47057
PU,0.2,762,15098,728,2155,19585
PU,0.2,1068,27668,812,4847,35900
PU,1.6,2816,68343,842,11728,85148
PU,0.7,4535,43432,3742,6551,60202
PU,0.6,2922,75107,1130,14408,95971
PU,0.6,721,38014,390,5099,45321
PU,0.8,603,22290,1085,3197,28004
PU,0.9,1000,17301,1270,4795,25216
PU,0.6,708,20943,2809,2163,27249
PU,2.1,948,11809,1475,2510,17657
PU,1.2,335,17142,319,2275,20753
PU,0.4,757,22656,1214,2102,27468
PU,3.9,354,31379,174,5066,38645
PR,3.5,1549,54528,120,11652,78748
PU,1.7,3385,85261,446,19943,116349
PU,2.1,1262,15326,998,2604,21591
PU,1.3,1122,52742,250,10526,66195
PU,0.9,1712,11015,1533,2856,17718
PU,1.7,1568,12065,2438,3367,20062
PU,1,1496,15092,984,2744,21225
PU,1.4,265,11436,441,1082,13620
PU,0.7,1211,19400,1726,2179,25089
PU,0.7,571,7505,1725,709,10748
PU,1.4,1456,19985,1474,3720,27418
PR,0.4,252,27390,312,4344,33278
PU,0.5,481,12182,1456,1593,16124
PU,0.7,554,10119,154,2595,13979
PU,0.6,359,28638,238,3067,32969
PU,0.4,318,11809,1774,1968,16626
PU,0.9,210,8579,2981,1369,13438
PU,1.5,128,9635,754,2214,13368
PU,0.6,266,10239,2283,1422,14610
PU,3,110,11971,440,2012,14847
PU,1.1,131,11436,826,1798,14725
PU,1.2,207,9354,407,1431,11743
PU,3.7,121,15149,395,1442,17501
PU,2.1,153,16744,186,1671,19072
PU,0.8,215,10897,824,2135,14521
PU,1,203,18626,1410,1526,22169
PU,1.6,384,22005,246,2250,25696
PU,1.3,144,8548,254,1275,11189
PU,0.3,314,25058,369,2582,29564
PU,0.7,204,14142,11,1380,16404
PU,0.3,722,14324,843,2331,19035
PU,1.1,2455,23053,3079,6013,36520
PU,0.8,1169,12627,1174,3162,18897
PU,0.9,609,10085,1344,2150,14717
PU,1.2,238,13913,417,2316,17488
PU,0.6,872,28607,1788,5121,37332
PU,1.9,960,23925,1217,4192,31198
PU,0.8,396,10299,837,2950,14936
PU,1.1,138,8610,711,1597,11328
PU,1.4,84,8363,395,1408,10430
PU,0.7,99,10534,161,1311,12173
PU,1.9,332,22417,825,4076,28590
PU,1.3,257,11888,239,2231,14888
PU,0.8,164,8098,429,1410,10556
PU,1.5,372,17448,264,2954,21282
PU,2.9,858,16802,409,4428,23547
PU,1.9,402,12003,760,1569,14962
PU,1.5,329,13800,387,1995,16987
PU,1.3,2181,30887,876,7091,41975
PU,0.6,823,10999,798,2583,16102
PU,1.3,1245,16156,1376,2875,22438
PU,1.5,1023,20813,1137,4781,28446
PU,2.4,73,9712,342,934,11271
PU,1.8,277,22109,315,3994,27091
PU,0.6,254,22115,195,3839,27024
PU,1.1,103,8187,608,1142,10268
PU,0.5,255,13710,653,2040,16937
PU,0.9,154,14232,307,1847,16922
PU,2.7,362,15524,482,2652,19654
PU,1.3,257,15409,423,2206,18778
PU,0.8,154,11374,120,1864,13795
PU,0.8,511,16977,268,3087,21803
PU,0.3,442,12740,62,3398,17174
PU,0.4,280,13453,186,2796,17859
PU,0.8,121,8087,207,1334,10215
PU,0.6,576,21371,799,3304,26801
PU,0.6,541,14970,1311,2300,19336
PU,2.9,94,5624,173,363,6344
PU,2.2,420,11336,302,1985,14467
PU,0.5,785,35450,1105,4622,42611
PU,3.7,394,14344,584,1998,17620
PU,0.7,148,7816,192,340,8627
PU,1.2,44,13596,265,1249,15532
PU,1.8,356,23748,469,3233,28613
PU,1.5,305,17002,443,1698,19942
PU,0.9,227,9727,246,811,11410
PU,1.3,380,11857,678,2365,15645
PU,1.9,1596,30449,76,4403,37469
PU,0.3,921,11980,1536,2758,17736
PU,0.6,96,14881,289,2229,17837
PU,0.5,182,9054,1031,1165,11874
PU,2,627,11046,837,2337,15723
PU,1.6,826,58201,196,11061,74825
PU,1.1,281,9220,730,1887,12663
PU,0.4,107,10624,87,1324,12635
PU,1.3,216,19886,233,1661,22543
PU,0.1,2927,22500,2249,6298,35494
PU,0.4,4297,56899,2098,10486,76740
PU,2,243,14137,537,2623,17958
PU,0.8,1408,24773,1695,5679,35420
PU,0.7,1485,15499,990,4900,23774
PU,0.5,205,13008,954,1974,16449
PU,1,136,13486,268,1615,15709
PU,0.9,292,3704,20,894,5031
PU,0.3,249,10877,473,1241,13261
PU,0.4,247,14077,416,2254,17522
PU,1.4,582,17449,258,2773,21569
PU,1.7,145,14699,342,2068,17647
PU,3.5,146,11117,242,1585,13437
PU,4.1,107,10245,503,1400,12450
PU,2,159,14207,79,2048,17385
PU,1.3,327,21389,190,3062,26316
PU,1.2,292,14961,526,1866,17947
PU,0.2,602,7576,14,2829,11507
PU,0.3,84,7383,653,591,8821
PU,1.2,190,14647,108,2042,17325
PU,0.3,348,17329,499,3007,21889
PU,1.3,251,16716,405,1931,19513
PU,2.2,297,13483,363,2535,17042
PU,2.1,277,9174,1005,1659,12643
PU,0.4,130,4886,16,620,5763
PU,2.6,283,15089,942,1913,18809
PU,1.2,158,13726,641,1501,16664
PU,0.5,122,16803,52,1760,20180
PU,0.6,114,12935,131,1421,15046
PU,0.7,899,10159,602,3354,15828
PU,1.8,2001,13209,883,4613,21824
PU,0.6,1836,19829,167,4396,27115
PU,1.5,668,12983,630,2230,16958
PU,0.6,2996,20526,734,4155,29801
PU,1.2,2160,24002,372,5226,33033
PU,0.6,799,7716,843,1848,11541
PU,0.3,1054,16024,156,2262,20056
PU,1.2,449,5096,539,850,7137
PU,0.7,1511,22896,816,6316,33753
PU,0.9,923,12809,94,2291,16446
PU,0.1,281,6792,205,1533,9558
PU,0.6,437,15870,542,2247,19766
PU,2.3,266,22684,35,2428,26177
PU,4.1,244,26649,266,2449,30393
PU,0.4,620,11185,411,2231,14891
PU,1.3,572,7647,1004,1377,10886
PU,1,626,22663,924,2090,26784
PU,1.3,169,12851,313,1049,14446
PU,0.7,215,13012,216,2161,16063
PU,0.4,417,6461,210,1251,8839
PU,0.4,701,8394,1015,1532,11947
PU,0.8,2150,13994,824,3566,21525
PU,0.8,814,18257,23,3479,22952
PU,0.6,1057,6125,963,1335,9906
TM,1.3,2199,65785,936,13278,85401
PU,1.6,346,24832,442,3873,31134
PU,0.9,472,27951,1348,3870,35201
PU,1.3,128,14451,285,1667,16863
PU,1,139,10654,543,1141,12717
PU,0.2,425,7366,2188,696,10847
PU,1,1184,17704,23,2550,21889
PU,1,330,8051,484,1426,10627
PU,0.6,165,17189,77,2555,20406
PU,0.3,1809,33591,2179,4863,43879
PU,0.3,805,13307,520,3962,19413
PU,0.4,143,9065,135,1192,10653
PU,1.2,952,8004,1519,1527,12401
PU,0.9,2567,16734,362,4835,26206
PU,0.2,1974,7495,1760,3206,15020
PU,0.1,913,13205,1070,2514,18313
PU,0.4,4427,60339,1295,9713,79046
PU,0.2,465,25151,1266,3483,30944
PU,2.6,206,11109,339,2206,14071
PU,0.9,1264,10402,172,2062,14643
PU,0.4,166,5790,440,778,7613
PU,0.2,694,13612,1477,2645,18954
PU,0.4,266,17022,615,2706,21458
PU,0.2,483,14012,62,1988,16844
PU,0.2,469,20356,846,3903,26244
PU,0.2,925,15990,1036,2860,21606
PU,0.5,86,9282,789,1336,11694
PU,0.1,1072,9806,691,1988,14228
PU,0.1,1553,14142,888,1966,19126
PU,0.9,183,20219,95,2975,24041
PU,0.3,734,15520,1019,2192,20102
PU,0.9,1765,15092,893,2642,20838
PU,0.5,1991,18765,1124,4908,27969
PU,0.2,830,10619,698,1994,14476
PU,0.2,435,7204,1067,1631,10656
PU,0.2,1944,20704,1174,8189,33796
PU,0.5,425,13779,1274,1934,18003
PU,0.2,784,6071,1597,1378,10295
PU,0.4,486,13229,1625,2045,17883
PU,0.3,312,15769,466,2308,19141
PU,1,5923,38555,1042,7692,55747
PU,0.2,4358,42505,2831,5779,57126
PU,0.5,116,16914,183,1784,19238
PU,0.2,1531,14576,1337,3357,21963
PU,0.2,217,12766,110,1477,14740
PU,2,1334,20934,388,3237,26524
PU,1.1,445,14450,1387,1103,17746
PU,0.2,1258,10099,1338,1749,15043
PU,0.7,432,16193,337,3924,21768
PU,0.2,1956,17330,1373,5664,27947
PU,0.2,1204,13457,2097,2226,19211
PU,0.3,1098,11141,387,2854,16072
PR,0.3,1631,67496,117,14136,86070
PU,1.1,2690,101098,668,18393,131522
PU,2.7,854,73009,370,14391,95281
PU,0.2,1667,22257,3103,3531,31327
PU,1.4,216,10411,293,1498,12445
PU,1.1,2604,64054,648,15570,87124
PU,0.4,883,12840,737,3799,19030
PU,0.8,291,9882,183,1557,12162
PU,0.1,2578,30119,738,6543,42362
PU,0.1,2519,11504,1745,2919,19642
PU,0.4,200,4812,69,1646,6822
PU,0.2,311,34642,1094,3314,39991
PU,0.5,568,30419,200,3559,35382
PU,0.2,450,19304,560,2479,23118
PU,0.3,380,18546,432,3058,23323
PU,1,794,28510,552,4836,35210
PU,0.1,201,17138,441,2608,20937
PU,1.6,146,15454,482,1644,18290
PU,1.8,687,50212,307,7994,61323
PU,0.5,64,7441,464,953,9180
PU,1.8,48,4283,479,400,5336
PU,0.5,2878,67876,707,15094,92677
PU,0.3,774,17864,1048,3569,24176
PU,4.5,351,16427,335,2825,20528
PU,1.3,196,6127,422,1406,8416
PU,1.9,375,19165,483,2344,24719
PU,1.9,783,44509,251,7203,54741
PU,1.7,305,10132,211,1850,12982
PU,0.9,3315,51872,444,12681,73880
PU,1.2,1446,92909,546,20656,126043
PU,0.8,865,7539,559,2585,12270
PU,2,815,43361,151,7394,54036
PU,1,1678,14398,1112,4229,22705
PU,0.5,676,35045,266,6557,44749
PU,0.5,1196,17197,1111,4365,24948
PU,1,2669,19923,1660,4332,29975
PU,1.8,2927,16564,2120,3945,26947
PU,0.7,2907,26412,2906,5724,39522
PU,0.4,385,5575,1732,1765,10447
PU,0.9,2150,53476,272,9298,67047
PU,0.3,1887,7918,1692,2517,14662
PU,1.6,1721,12466,1153,3794,19786
PU,0.4,1294,20575,1586,5121,29354
PU,1,1943,58857,521,9764,72536
PU,1.9,124,17485,963,1564,20781
PU,0.4,2459,23118,3340,3716,33506
PU,0.1,770,10541,1702,2576,16424
PU,1.4,119,11664,236,1007,13155
PU,2.1,590,8572,1196,2508,13633
PU,1,385,20793,335,2474,24386
PU,1.6,1226,16662,982,2905,22849
PU,0.7,880,11901,980,1773,16259
PU,3.5,520,34126,363,6724,43976
PU,1.9,922,44465,414,6280,53956
PU,1.1,843,14536,571,3238,20093
PU,0.5,835,9172,1210,1883,13430
PU,1.5,314,14221,715,2314,17837
PU,0.5,1518,26473,1577,4147,34958
PU,2.8,331,19349,443,3242,24423
PU,2.7,292,21647,222,3778,27233
PU,1.1,167,20225,331,3692,25615
PU,0.7,487,11688,920,2450,16282
PU,0.8,275,25134,225,3642,30170
PR,1.4,298,28911,192,4142,34723
PU,0.4,338,2760,406,1044,4749
PU,0.1,571,7505,1725,709,10748
PU,0.3,1276,18480,3759,3130,27359
PU,2.5,2455,55579,1045,12137,75984
PU,0.3,903,54383,693,7102,65046
PU,1.3,257,9602,621,1431,12381
PU,0.7,73,12838,659,1713,15723
PU,0.9,45,8437,52,939,9621
PU,1.5,41,6294,35,673,7153
PU,0.6,311,13013,1136,2172,17392
PU,0.1,1683,16294,797,5222,25122
PU,1.9,223,9744,1107,747,12000
PU,0.2,159,10805,229,1360,12857
PU,4.4,115,12703,262,1457,14902
PU,1.1,130,13427,885,2028,16563
PU,0.2,2393,30370,2046,8554,44960
