RoadCategory,LinkLength_km,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,AllMotorVehicles
PU,0.4,4623,60287,1163,10123,78863
PU,2,280,17170,433,2405,20830
PU,0.8,1114,30102,1142,3918,37724
PU,0.7,1930,24577,621,3836,32003
PU,0.5,161,19842,926,1816,23137
PU,1,154,14303,186,1231,15980
PU,0.9,693,9299,60,1866,12605
PU,0.3,276,11471,367,1851,14212
PU,0.4,216,15706,488,1585,18384
PU,1.4,588,21560,270,2094,24962
PU,1.7,117,16795,242,1961,19393
PU,3.5,124,14576,204,1613,16748
PU,4.1,170,13156,483,1157,15299
PU,2,260,17078,155,2674,20745
PU,1.3,317,19851,283,2471,23755
PU,1.2,432,16446,718,1887,19808
PU,0.2,636,6372,35,1530,8799
PU,0.3,65,4654,512,440,5786
PU,1.2,154,14272,155,2420,17523
PU,0.3,388,19003,557,3476,24113
PU,1.3,374,18703,448,2133,21953
PU,2.2,226,17615,293,1676,20088
PU,2.1,270,13401,680,1674,16360
PU,0.4,152,6108,14,569,6862
PU,2.6,163,24557,774,2318,28545
PU,1.2,199,16927,624,1623,19672
PU,0.5,214,24239,229,2898,29525
PU,0.6,178,13110,163,1520,15284
PU,0.7,1094,24696,753,4386,31961
PU,1.8,3305,31152,673,7181,44585
PU,0.6,1739,35602,492,5530,44669
PU,1.5,692,11566,525,1537,14833
PU,0.6,2576,12022,266,2046,17538
PU,1.2,2366,31881,470,5188,41384
PU,0.6,1280,13212,409,2115,17822
PU,0.3,1775,22539,219,2355,27292
PU,1.2,492,7612,569,913,9743
PU,0.7,1263,25965,683,4925,33770
PU,0.9,1000,16194,64,2340,19910
PU,0.1,293,9315,196,1998,12569
PU,0.6,502,18944,414,2048,22309
PU,2.3,181,27852,76,1965,30461
PU,4.1,175,24282,339,2333,27674
PU,0.4,1121,12389,361,2200,16486
PU,1.3,434,9973,1113,1400,13116
PU,1,759,14143,783,1797,17827
PU,1.3,77,13740,332,1049,15279
PU,0.7,163,15021,176,2000,17726
PU,0.4,424,11950,272,2265,15401
PU,0.4,920,14071,557,1983,17883
PU,0.8,1710,21895,604,4080,29219
PU,0.8,780,14408,168,2055,18096
PU,0.6,1825,9759,1092,2016,15071
TM,1.3,1546,72522,1132,8203,85937
PU,1.6,526,22769,260,3185,28432
PU,0.9,881,33885,1935,4439,43568
PU,1.3,202,17416,398,1975,20351
PU,1,78,13471,710,1424,16014
PU,0.2,1045,8051,1881,914,12117
PU,1,1452,13320,37,1630,16875
PU,1,330,9399,623,762,11408
PU,0.6,483,23033,94,2736,27176
PU,0.3,1567,33422,1814,3317,40865
PU,0.3,1062,15403,439,2810,20657
PU,0.4,78,11463,76,823,12568
PU,1.2,2495,14640,1205,2106,21292
PU,0.9,2598,19839,188,4864,29028
PU,0.2,2011,22488,1963,4097,31090
PU,0.1,1124,17118,924,2330,22030
PU,0.4,4263,49799,722,8761,66736
PU,0.2,506,27150,1709,3072,32969
PU,2.6,477,18594,451,2410,22208
PU,0.9,1403,16561,199,2409,20935
PU,0.4,161,6906,339,935,8834
PU,0.2,662,16602,998,3135,22020
PU,0.4,203,10855,545,1672,14318
PU,0.2,738,15024,51,2101,18401
PU,0.2,727,30110,715,3615,36213
PU,0.2,744,19337,941,3125,24831
PU,0.4,115,4792,224,837,6078
PU,0.5,62,8684,428,1016,10432
PU,0.1,1052,10192,454,2466,14594
PU,0.1,2735,25119,2354,3650,34606
PU,0.9,338,19173,152,2230,22254
PU,0.3,1121,24456,1750,3327,31181
PU,0.9,1010,13637,725,2610,18537
PU,0.5,2432,21186,674,4620,29741
PU,0.2,758,13443,435,2124,17190
PU,0.2,383,10818,1164,1855,14545
PU,0.2,1626,29833,1335,7990,42378
PU,0.5,415,17513,1697,1843,22115
PU,0.2,931,7123,1046,1505,10999
PU,0.4,914,23675,1362,3326,29955
PU,0.3,280,18249,526,2116,21739
PU,1,6124,40755,1232,7031,56799
PU,0.2,5299,28747,1473,3730,40315
PU,0.5,270,18449,292,2422,21804
PU,0.2,419,12840,1408,2299,17956
PU,0.2,345,18158,121,1391,20365
PU,2,1012,27159,445,2301,31646
PU,1.1,630,16282,874,2147,20486
PU,0.2,2195,16361,987,2517,22658
PU,0.7,923,18735,357,3481,24647
PU,0.1,1592,24148,775,4613,32766
PU,0.3,3949,21452,2140,3740,32768
PU,0.2,2357,28062,1871,3915,36841
PU,0.3,2718,15135,558,3337,22590
PR,0.3,3620,74554,306,8972,91141
PU,1.1,3064,63027,360,9337,80179
PU,2.7,777,63026,232,10514,80039
PU,0.2,3142,24044,2814,4485,35533
PU,1.4,174,11646,185,1481,13542
PU,1.1,1997,63803,497,14308,86566
PU,0.4,498,15105,554,2093,18763
PU,0.8,189,8207,43,1348,10011
PU,0.1,4975,31232,806,5663,44803
PU,0.1,2623,13737,915,2418,20720
PU,0.4,147,4014,276,906,5418
PU,0.2,325,32872,1162,4430,39163
PU,0.5,907,33673,1565,3355,40067
PU,0.2,478,25764,1610,2942,31249
PU,0.3,168,18725,223,2620,22533
PU,1,998,33404,552,4184,39999
PU,0.1,435,26072,575,2941,30789
PU,1.6,300,21751,597,2309,25443
PU,1.8,733,44046,193,5715,53188
PU,0.5,116,8146,301,1188,10104
PU,1.8,60,4895,356,702,6232
PU,0.5,2192,63705,851,7953,77810
PU,0.3,708,17740,1195,3807,24111
PU,4.5,189,15902,259,1755,18773
PU,1.3,275,9814,682,1582,12829
PU,1.9,382,37211,976,5409,46169
PU,1.9,725,51667,187,6637,61741
PU,1.7,272,12680,226,1948,15585
PU,0.9,6764,52357,395,13973,77692
PU,1.2,521,47995,249,8656,61344
PU,0.8,724,10567,395,2273,14473
PU,2,407,40066,160,4105,45881
PU,1,1153,24464,726,4093,31482
PU,0.5,569,33836,192,4820,40657
PU,0.5,1470,24546,621,5174,32859
PU,1,3987,32201,1030,5598,44434
PU,1.8,2993,34785,1609,5206,46281
PU,0.7,1488,25328,2762,4810,36083
PU,0.4,1484,14837,645,2818,20810
PU,0.9,2991,67105,565,9017,81120
PU,0.3,1165,19794,982,2933,25349
PU,1.6,2138,30238,1402,4331,38834
PU,0.4,2109,25723,1141,3779,33997
PU,1,2210,60044,514,6250,70527
PU,1.9,260,25120,847,1841,28713
PU,0.4,3302,26810,2257,4917,38313
PU,0.1,685,14953,1340,2640,20368
PU,1.4,215,17992,177,1209,19701
PU,2.1,695,11636,1056,2363,16268
PU,1,309,22304,167,2325,25305
PU,1.6,1299,23360,452,4524,30904
PU,0.7,552,15470,675,2442,19647
PU,3.5,389,34675,313,3589,40924
PU,1.9,597,36873,220,7248,46738
PU,1.1,1223,21035,699,3268,27190
PU,0.5,1616,22996,1107,3263,29344
PU,1.5,371,15640,506,2178,19173
PU,0.5,1180,37841,1630,3719,45466
PU,2.7,468,18514,398,2692,23352
PU,2.7,195,22577,145,4331,28681
PU,1.1,632,22069,313,2851,26928
PU,0.7,474,14423,841,1809,18300
PU,0.8,364,28464,313,2877,32784
PR,1.4,304,22184,159,2240,25685
PU,0.4,372,3107,356,784,4784
PU,0.1,1811,13510,1760,1242,18522
PU,0.3,738,10192,2338,1093,14583
PU,2.5,1663,60430,664,14162,80786
PU,0.3,677,55448,458,4853,62786
PU,1.3,498,15021,812,2536,19352
PU,0.7,185,16125,791,2331,19938
PU,0.9,72,9173,63,729,10194
PU,1.5,73,6494,74,748,7493
PU,0.6,485,15109,749,3150,20213
PU,0.1,1441,21969,1458,4316,29838
PU,1.9,217,15457,1004,1312,18345
PU,0.2,130,12509,152,1499,14581
PU,4.4,173,15507,494,1851,18263
PU,1.1,214,17021,503,1973,19997
PU,0.2,3278,35776,1667,6815,50732
PU,0.9,908,25170,170,3123,30099
PU,1.1,287,16738,76,1789,19678
PU,0.4,2129,21000,931,3844,29123
PU,0.6,531,21352,96,2530,25674
PU,0.3,2867,41150,1120,5959,52617
PU,1.1,424,11305,74,1882,14215
PU,0.7,408,13150,656,1642,16196
PU,0.3,700,11621,4368,1546,18731
PU,1.1,1164,24351,428,4143,30956
PU,1.2,392,25082,250,3420,30254
PU,1.4,132,6874,104,862,8212
PU,0.9,848,18200,353,2312,22050
PU,1.2,351,17617,690,2379,21629
PU,1.5,276,22850,851,1933,26443
PU,2.8,423,16482,179,1241,18763
PU,0.3,291,8685,386,1518,11187
PU,0.9,1039,51879,647,4604,59913
PU,0.4,201,30368,2887,3394,37403
PU,1,516,15740,733,2185,19818
PU,1.3,99,13181,393,1063,14952
PU,0.1,387,16143,1539,2581,21732
PU,3.3,691,28931,109,4386,35067
PU,0.6,391,17167,583,1877,20333
PU,1.9,362,16822,682,1570,19704
PU,1.6,192,13529,906,1155,16180
PU,3.8,229,18250,354,1412,20494
PU,1.3,731,14676,631,1956,18170
PU,2.5,219,19741,604,2285,23336
PU,0.6,394,36672,138,4129,44614
PU,0.2,819,29500,1973,3147,35733
PU,1.7,1303,34813,1070,4260,42508
PU,0.2,144,4383,30,493,5185
PU,1.4,812,17861,561,2794,22518
PU,1.2,336,16734,281,1527,19276
PU,3.1,1227,38704,315,4424,46058
PU,1.3,1093,16218,668,2414,20914
PU,7.6,127,17703,177,1758,20462
PU,0.3,687,11744,629,1942,15533
PU,0.7,185,18345,462,1950,21317
PU,0.3,572,25051,373,2432,29168
PU,1,892,45128,246,7219,56801
PU,2.1,479,26148,365,3954,35462
PU,1.3,2022,20739,1151,3320,27823
PU,2,177,13195,190,1313,15141
PU,2.1,1412,20976,2209,2259,27338
PU,0.3,43,12771,0,1981,15978
PU,1.1,549,15563,337,2178,19419
PU,1.2,226,18762,552,2227,22354
PU,1.9,655,19656,410,2625,23724
PU,0.5,864,31344,624,4233,38129
PU,0.4,266,11927,104,1473,14486
PU,0.6,739,16574,946,2367,21406
PU,0.9,398,25724,714,2433,30121
PU,0.6,2492,42101,1690,7755,56249
PU,0.4,222,18995,115,2471,22548
PU,0.7,230,13543,438,1465,15981
PU,2,225,18303,145,2477,22086
PU,1.4,928,12361,533,2218,16354
PU,0.7,235,14519,656,1313,17134
PU,1.2,1679,22514,1844,4316,31205
PU,2.3,119,15999,246,2132,19278
PU,0.7,267,9834,691,942,12006
PU,0.3,545,3217,313,698,5029
PU,2.7,257,13890,196,2285,17173
PU,1.6,717,37224,602,3237,43049
PU,0.5,3655,40289,587,7148,53579
PU,2.4,446,20032,558,1744,23450
PU,0.8,129,11856,455,855,13542
PU,1.4,152,13536,603,1190,15764
PU,0.6,773,22531,514,3680,28138
PU,0.2,790,14558,1402,2036,19114
PU,0.4,1373,15356,409,3032,20771
PU,2.6,292,40375,1167,2163,44625
PU,0.4,1151,15815,103,2697,20497
PU,1.4,261,15299,282,2265,18592
PU,0.8,3756,23004,1079,4087,33130
PU,2.8,1018,23792,773,3030,29536
PU,0.4,860,20176,1299,3473,26493
PU,0.8,227,22513,883,2188,26184
PU,0.7,1095,15187,950,3326,21337
PU,0.8,721,9630,465,1966,13050
PU,2.3,211,19564,990,3000,24221
PU,0.7,809,63064,345,7509,75143
PU,1,261,11587,1116,1390,14586
PU,2.1,348,24439,358,2423,28754
PU,0.3,1391,10246,1023,1964,15133
PU,3.4,182,24398,171,2970,28121
PU,0.6,138,22571,369,1707,25147
PU,0.4,522,13664,110,2268,16955
PU,1.2,148,24662,233,2346,28083
PU,1.3,402,34885,633,5288,44109
PU,1,149,9559,451,1659,12160
PU,0.6,1761,23141,807,3603,30494
PU,0.9,391,18748,324,3029,23381
TM,0.6,639,22118,102,5446,30132
PU,5.2,214,12622,77,2425,17019
PU,0.5,2103,19097,624,4099,27115
PU,0.8,301,14756,494,2052,17832
PU,0.3,763,19237,687,3258,24796
PU,0.3,953,12968,273,2112,16897
PU,0.9,69,8681,121,847,9969
PU,0.5,1262,19770,296,3618,25836
PU,0.2,824,12749,345,2808,17607
PU,0.2,376,21239,225,3333,25713
PU,0.3,170,18145,735,1501,20945
PU,0.3,171,17104,236,1872,19703
PU,0.3,1123,20221,519,3458,25966
PU,1.1,131,13507,524,1835,16580
PU,0.3,2431,16574,2409,2484,24562
PU,0.2,376,10423,1889,2148,15296
PU,0.2,4557,55727,1804,8447,74441
PU,0.4,1853,14175,118,2558,19078
PU,0.3,310,13468,315,1806,16042
PU,0.9,185,14738,430,1535,17107
PU,1.5,77,7338,736,589,8939
PU,1.6,739,15327,1332,2049,19669
PU,0.3,300,17262,353,1614,19729
PU,0.8,423,43767,935,4497,50524
PU,0.7,653,13519,295,2416,17662
PU,0.5,4092,33559,773,5650,45447
PU,0.8,1015,18236,564,3325,24216
PU,0.8,58,8840,42,654,9779
PU,0.1,2717,15965,1280,3474,24055
PU,0.6,783,8895,811,1389,12357
PU,0.5,218,14533,447,3152,19549
PU,0.7,184,16460,119,1495,18694
PU,1.9,534,14424,591,1932,18175
PU,0.5,375,20604,305,2411,25149
PU,1.7,145,14320,228,1578,16560
PU,0.4,360,24084,347,2522,28491
PU,0.2,475,33010,714,4876,40701
PU,0.3,583,8312,670,1501,11354
PR,2.9,260,14923,122,1493,17008
PU,0.3,2310,13243,418,3492,19908
PU,0.2,103,17648,450,1462,19816
PU,0.1,1212,14608,408,3028,20027
PU,0.3,293,5939,692,1038,8352
PU,0.2,1013,15630,673,3606,21618
PU,0.3,865,12883,1030,1805,17160
PU,0.2,1282,29070,880,3817,35954
PU,1.3,186,16167,131,2469,19509
PU,0.4,1648,13640,477,3909,20383
PU,0.9,436,25314,271,3266,30091
PU,0.3,389,10525,1254,1566,13922
PU,1.2,634,15401,1008,2514,20002
PU,0.1,2532,20505,2476,4252,30657
PU,0.2,1045,14742,607,1947,19298
PU,0.7,195,19773,722,2481,23667
PU,0.3,1312,13337,1752,2640,19504
PU,0.7,427,10664,570,2174,14308
PU,0.8,292,21366,252,2185,24505
PU,0.3,1252,15219,779,3411,21425
PU,0.2,2040,40854,1354,4575,49731
PU,0.3,1173,17618,1013,3189,23697
PU,0.3,290,7207,367,1068,9088
PU,0.2,340,12827,1340,1421,16333
PU,0.3,436,9755,214,2488,13160
PU,2.3,723,22248,453,2535,26726
PU,1,1152,17358,1246,3403,23974
PU,0.6,2526,31363,745,5470,41069
PU,0.3,254,14870,88,2278,18070
PU,0.2,1217,27219,1116,5145,36688
PU,0.1,1225,21559,2459,3293,29764
PU,0.1,185,16125,791,2331,19938
PU,0.8,121,17626,248,1781,20099
PU,0.6,182,18511,255,1488,20929
PU,2.9,201,13116,118,2765,17177
PU,0.6,479,21952,368,3605,27206
PU,1.9,490,24727,417,4979,32787
PU,0.3,2200,28113,819,3808,35582
PU,0.5,946,11365,243,2198,15092
PU,1,236,22225,788,2586,26164
PU,1.2,319,19951,92,2114,23412
PU,0.3,2003,42380,677,4682,51507
PU,1,1227,38704,315,4424,46058
PU,1.3,352,63210,238,8971,79845
PU,0.4,549,41631,158,6044,52406
PU,0.2,1819,26971,818,4249,35053
PU,1.1,867,17114,369,2914,21349
PU,1.1,2010,53776,678,8721,69958
PU,0.2,631,40659,1516,4626,48213
PU,1,462,16120,559,3102,21433
PU,0.7,3047,33952,1252,6368,46644
PU,0.4,1119,8206,486,1640,11809
PU,0.5,384,8611,185,1606,11158
PU,0.3,679,19150,643,3720,24857
PU,0.2,178,10869,224,1345,12801
PU,0.8,233,13252,481,1041,15404
PU,0.6,74,5203,5,827,6280
PU,1,643,20708,210,2447,24688
PU,1.4,399,17889,362,2894,23731
PU,5.2,301,16746,56,2109,21206
PU,2.2,386,25358,185,2929,30441
PU,0.4,466,25181,372,4124,31682
PU,0.6,1047,33491,515,6511,44970
PU,0.2,740,58111,977,7138,68225
PU,1.3,554,16726,1864,2526,22037
PU,0.7,571,21331,485,2579,25954
PU,0.3,582,13578,380,2632,17918
PU,1.2,238,13553,63,2234,16472
PU,0.4,484,28001,775,3547,33474
PU,0.2,810,14232,395,3231,19296
PU,0.6,3946,33401,651,8377,49685
PU,0.8,223,10043,1212,1252,12867
PU,3.5,1887,64617,199,10568,81646
PU,1,159,11491,162,1454,14254
PU,0.5,150,13167,700,1161,15584
PU,0.9,900,12230,709,2374,16547
PU,0.2,4263,49799,722,8761,66736
PU,0.5,110,9266,28,963,10560
PU,0.6,90,9002,330,941,10526
PU,0.7,240,23218,655,2437,26958
PU,0.5,157,10513,237,1825,13019
PU,0.1,249,8987,507,1456,11685
PU,0.4,92,2779,10,420,3376
PU,0.3,1186,23220,789,3845,30090
PU,0.3,520,10982,1131,1689,14824
PU,0.25,698,4520,9,727,6046
PU,0.1,1862,11365,26,2248,15818
PU,0.4,1670,9456,72,1924,13617
PU,0.2,1813,24977,750,3929,33385
PU,0.6,612,6917,249,1645,9757
PU,0.4,151,12173,658,1237,14546
PU,0.6,289,12382,869,1964,15807
PU,0.8,535,17612,1143,2243,22080
PU,0.3,151,8219,637,1269,10520
PU,0.6,191,8420,815,1196,10898
PU,0.1,174,14741,257,1491,16990
PU,0.5,172,4361,817,722,6971
PU,0.2,172,4361,817,722,6971
TM,1.1,631,27828,263,6249,40339
PU,0.4,77,4942,770,372,6265
PU,1.9,1142,45654,172,6934,59466
PU,0.5,123,18754,261,2597,22475
PU,0.6,222,19245,574,2081,22433
PU,0.5,597,36873,220,7248,46738
PU,0.6,1001,40665,390,5342,48979
PU,0.9,229,18250,354,1412,20494
PU,2,173,18001,576,1492,20693
PU,0.9,876,14226,314,1906,17628
PU,0.7,753,33595,289,4473,40411
PU,0.5,441,11844,440,1934,14911
PU,0.6,1477,50076,281,8760,68428
PU,0.3,301,14756,494,2052,17832
PU,0.2,564,38942,154,5658,48257
PU,0.2,155,14779,250,1773,17209
PU,1,205,8933,326,1040,10720
PU,0.5,77,8187,118,999,9683
TM,0.5,267,14192,154,2053,17591
PU,2.3,116,9790,233,894,11210
PU,1.9,880,30434,326,3987,37197
PU,1.3,89,8419,439,893,10069
PU,2,848,18200,353,2312,22050
PU,2.3,258,16798,245,2035,19635
PU,0.3,184,16460,119,1495,18694
PU,1.2,1026,62084,337,10484,76937
PR,2.6,719,33734,400,6151,43189
PU,1.7,194,12154,539,1337,14520
PU,2.3,144,13718,448,1278,15895
PU,1.6,465,24632,375,1978,27977
PU,1,452,21533,215,2610,25485
PU,0.4,144,7663,290,812,8999
PU,1.2,314,20833,290,2690,24713
PU,0.8,368,19184,796,2575,23686
PU,1.6,204,16399,310,1735,19327
PU,0.2,1143,16940,2036,1955,23139
PU,0.2,2867,41150,1120,5959,52617
PU,0.1,1050,14344,538,2265,19088
PU,1,773,20128,489,2272,24632
PU,1.9,515,29915,256,3822,36216
PU,1.8,884,18492,831,2795,23465
PU,0.9,495,24387,301,2713,29308
PU,1.1,340,27951,704,2658,32395
PU,0.6,350,30718,620,3912,36672
PU,1.2,132,13420,656,2038,16752
PU,0.3,588,49987,193,10107,63570
PU,0.2,249,17458,214,3791,22527
TM,2.7,508,79633,531,13080,111494
PU,1.2,148,11571,137,2044,14528
PU,0.5,444,15034,54,1669,17437
PU,0.4,165,10777,264,1129,12555
TM,2.3,891,56418,383,11923,76353
TM,3.7,881,82619,447,15554,120765
TM,0.2,232,76989,351,10613,106109
PR,0.1,784,51783,151,8736,67053
PU,1,2112,58171,579,16302,82772
PU,0.1,1929,32699,1528,5694,45045
PU,0.5,252,17033,738,1534,20148
PU,0.5,784,39448,351,5825,48548
PU,0.2,349,10641,317,2282,13885
PU,0.3,147,9544,180,1746,12245
PU,0.1,1887,64617,199,10568,81646
PU,1.7,1208,25800,632,3800,32429
PU,0.1,1092,19457,756,3859,26191
PU,2.3,592,20762,445,2754,25108
PU,0.1,2598,19839,188,4864,29028
PU,0.1,775,11876,301,2318,15950
PU,0.2,3865,85003,1150,9947,102183
PU,0.1,1641,26946,978,2734,32651
PU,0.3,2523,38193,3196,4962,49506
PU,0.7,391,18748,324,3029,23381
PU,0.6,2538,21065,808,3451,29674
TM,1,1337,70963,769,10262,87954
PU,0.5,371,40922,447,3432,47479
PU,0.1,159,11491,162,1454,14254
PU,0.2,733,44046,193,5715,53188
PU,0.1,936,22001,989,3329,28365
PU,0.2,1539,14634,154,1904,18724
PU,0.3,2506,28123,1298,3791,36417
PU,0.5,2210,60044,514,6250,70527
PU,0.2,351,26408,323,2255,29627
PU,0.2,2740,75180,738,7140,88270
PU,0.3,1891,17790,2742,3741,26554
PU,0.3,3278,35776,1667,6815,50732
PU,0.2,676,4468,224,999,6483
PU,0.5,371,40922,447,3432,47479
PU,0.3,3987,32201,1030,5598,44434
PU,0.3,733,32668,897,3723,39394
PU,0.9,351,17617,690,2379,21629
PU,0.7,659,22463,381,3338,27987
PU,1.4,689,13477,317,2610,17864
PU,0.4,447,61152,275,11321,79167
PU,0.1,135,13638,320,1263,15576
PU,1,188,11782,82,1138,13399
PU,0.8,147,9544,180,1746,12245
PU,0.3,2961,56117,827,12725,76479
PU,0.9,466,25181,372,4124,31682
PU,0.2,869,33067,477,4653,40132
PU,1.5,127,15159,374,1492,17545
PU,0.1,124,14576,204,1613,16748
PU,0.6,323,21964,284,3491,26566
PU,0.1,640,102103,397,20910,131490
PU,0.4,130,12509,152,1499,14581
PU,0.2,1670,53608,253,11631,71480
PU,1.1,805,27234,174,4584,32977
PU,0.1,903,25109,171,3363,30523
PR,0.1,1225,54741,151,5752,65177
PU,0.1,464,19271,870,2920,24200
PU,0.2,792,17366,472,2133,21470
PU,0.2,1985,17588,554,3335,24212
PU,0.1,908,25170,170,3123,30099
PU,0.2,246,16179,604,2387,19793
PU,0.6,651,22132,407,3446,28355
PU,1.3,146,12804,131,2334,16425
PU,0.4,146,12804,131,2334,16425
PU,1.5,296,14354,255,2496,18810
PU,1.5,203,14669,103,2438,18697
PU,0.1,227,13634,52,2265,16360
PU,0.3,1562,79986,534,13611,99834
PU,1,1744,60550,307,11705,78682
PU,0.4,1744,60550,307,11705,78682
PU,1.1,3591,71011,361,14099,93128
PU,1.2,2713,51927,401,9876,68693
PU,1.4,2397,62051,414,8466,78684
PU,0.3,1997,63803,497,14308,86566
PU,2,3681,83225,696,10029,100196
PU,1.6,3681,83225,696,10029,100196
PU,0.1,3004,73906,826,11340,92370
PU,0.3,3004,73906,826,11340,92370
PU,0.2,3004,73906,826,11340,92370
PU,0.7,1065,48942,602,6074,58540
PU,0.4,1065,48942,602,6074,58540
PU,0.2,1065,48942,602,6074,58540
PU,0.2,1825,23905,347,5304,33648
PU,0.4,449,30033,226,5377,36803
PU,0.2,144,4640,13,860,5772
PU,0.2,118,9147,49,1578,11205
PU,0.1,1847,54025,468,8541,68630
PU,0.2,2112,61742,535,9761,78435
PU,0.5,315,17085,798,2094,20729
PU,0.7,173,15206,222,3416,20902
PR,0.5,256,14741,45,1668,17213
PR,0.1,256,14741,45,1668,17213
PU,0.4,497,48791,984,6063,57465
PU,0.3,104,11338,176,2510,14663
PU,0.1,1035,89913,486,13445,110428
PU,0.2,1471,17725,890,2887,23698
PU,0.2,635,37952,766,4416,45150
PU,0.4,426,21113,425,3943,27884
PU,0.1,1401,25843,155,3327,31164
PU,0.2,744,19337,941,3125,24831
PU,0.8,69,12732,441,1091,14667
PU,0.2,326,24586,735,2524,28774
PU,0.5,133,5849,206,889,7302
PU,1,143,8132,151,1127,9863
PU,1.2,925,71339,331,9308,88459
PU,0.6,1058,77188,537,10197,95761
PU,0.26,825,22464,2128,3227,29636
PU,0.1,1367,24426,1835,2258,30568
PU,0.2,340,4724,66,414,5623
PU,0.2,88,1754,45,310,2374
PU,0.1,999,13736,1855,1802,18845
PU,0.1,733,12593,1235,1361,16302
PU,0.1,999,13736,1855,1802,18845
PU,0.1,733,12593,1235,1361,16302
PU,0.1,175,24282,339,2333,27674
PU,0.1,69,9140,397,916,10719
PU,0.1,156,14048,402,1237,16042
PU,0.2,153,12524,75,1149,14143
PU,0.2,703,39247,390,3694,45671
PU,1.1,1254,56549,520,5146,65786
PU,0.6,522,17595,74,1611,20366
PU,0.2,287,19320,378,2951,23693
PU,0.1,393,14648,1190,2698,19477
PU,0.1,404,43499,719,3337,48822
PU,0.1,562,5777,2312,918,9877
PU,0.2,1316,5081,41,1501,8106
PU,0.2,815,10566,68,991,12783
PU,0.1,2242,15112,1555,3354,22766
PU,0.1,187,2358,21,447,3101
PU,0.1,2040,16533,139,3005,22179
PU,0.1,2429,17470,1576,3801,25867
PU,0.2,1873,14404,1209,2051,20147
PU,0.1,1678,16467,1093,1892,21653
PU,0.1,619,13708,368,2415,17648
PU,0.1,466,20045,388,3317,24890
PU,0.5,466,20045,388,3317,24890
PU,0.1,150,20012,532,2596,23837
PU,0.2,150,20012,532,2596,23837
PU,0.2,150,20012,532,2596,23837
PU,0.2,150,20012,532,2596,23837
PU,0.1,74,4944,89,907,6156
PU,0.1,297,19777,357,3631,24624
PU,0.5,685,14953,1340,2640,20368
PU,0.3,685,14953,1340,2640,20368
PU,0.1,297,18343,66,1728,21845
PU,0.2,531,24742,2073,2804,30761
PU,0.1,531,24742,2073,2804,30761
PU,0.2,531,24742,2073,2804,30761
PU,0.8,592,23978,898,2923,29489
PU,0.2,129,22247,998,1858,25809
PU,0.3,41,7192,9,593,7895
PU,0.2,33,3436,191,253,3945
PU,0.1,33,3436,191,253,3945
PU,0.1,320,17414,446,2080,20703
PU,0.1,834,45809,455,5723,54648
PR,0.6,196,16373,161,1100,17929
PU,0.4,191,13817,84,1251,15610
PU,0.6,368,20596,865,2157,24391
PU,2.7,361,20482,437,1837,23912
PU,0.2,359,14683,451,992,16730
PU,0.1,2435,11220,506,2926,17467
PU,0.1,1716,22530,1383,3114,29936
PU,0.1,914,23675,1362,3326,29955
PU,0.3,1922,20344,2023,2697,27709
PU,0.3,20,1468,8,185,1741
PU,0.4,1053,19098,1180,2781,24674
PU,0.1,12,273,1,98,451
PU,0.2,85,6035,21,470,6677
PU,0.2,64,4767,30,483,5420
PU,0.1,103,10297,40,820,11387
PU,0.2,1436,39028,334,4062,45840
PU,0.2,22,1153,4,214,1426
PU,0.3,451,31154,123,4526,38607
PU,0.3,421,21144,355,1868,24131
PU,0.2,65,7081,32,810,8220
PU,0.2,65,7081,32,810,8220
PU,0.1,2867,41150,1120,5959,52617
PU,0.1,2995,27860,2700,4330,38657
PU,0.1,293,44,1240,181,1855
PU,0.1,265,1142,90,201,1784
PU,0.4,4727,42580,1277,5895,57519
PU,0.1,3299,49121,1591,5400,63362
PU,0.1,1621,12454,516,2192,17327
PU,0.1,1621,12454,516,2192,17327
PU,0.2,1356,10369,949,2403,15813
PU,0.2,2961,56117,827,12725,76479
PU,0.5,1096,31853,426,3976,38905
PU,0.2,1096,31853,426,3976,38905
PU,0.1,418,20689,694,3130,25591
PU,1.4,671,11659,564,2074,15301
PU,1.8,287,15402,240,1497,17670
PU,2.5,149,11420,58,1493,13341
PU,0.2,312,28182,120,2932,32168
PU,0.8,105,12061,423,1197,13927
PU,0.2,4147,59370,1507,7932,74860
PU,2.1,98,14766,213,1799,17327
PR,1.8,161,8954,78,1254,10729
PR,0.2,1378,79250,491,11867,98682
PR,0.9,1102,63400,393,9494,78944
PU,0.3,1088,83928,389,10951,104069
PU,1.6,209,14253,118,1492,16485
PU,0.6,288,16564,136,1657,18876
PU,0.6,930,36234,341,5648,45218
PU,1.1,116,12709,62,1049,14329
PR,3.2,170,13857,189,1816,16243
PR,2.3,120,9251,151,1149,10865
PR,0.4,169,9909,48,1360,11863
PR,0.4,207,9782,168,1594,11940
PR,1.1,171,18679,190,2315,21998
PU,1.8,98,15174,143,1367,17143
PU,1,182,11919,693,1038,14160
PU,0.8,511,24023,380,4843,30397
PR,0.4,178,15520,126,2370,18729
PR,2.4,313,28276,67,5069,35025
PR,2.5,121,13324,105,2322,17269
PR,2.4,181,14841,67,1580,17233
PR,0.9,177,20545,132,3942,26100
PR,0.4,804,30830,138,4011,37609
PR,1.7,417,16814,146,2322,20231
